bloop1,TSF,Season,SiteName,toposd15_var_2,FocalSt_TWI15_2
DSESWW20201,UNB,NA,Thin Loamy,1.532812,1.344351
DSESWW20202,UNB,NA,Thin Loamy,1.532812,1.344351
DSESWW20203,UNB,NA,Thin Loamy,1.532812,1.344351
DSESWW20204,UNB,NA,Thin Loamy,1.532812,1.344351
DSWNEE20171,UNB,NA,Thin Loamy,1.080415,1.555502
DSWNEE20172,UNB,NA,Thin Loamy,1.080415,1.555502
DSWNEE20173,UNB,NA,Thin Loamy,1.080415,1.555502
DSWNEE20174,UNB,NA,Thin Loamy,1.080415,1.555502
DSWNEE20181,0,SPRING,Thin Loamy,1.080415,1.555502
DSWNEE20182,0,SPRING,Thin Loamy,1.080415,1.555502
DSWNEE20183,0,SPRING,Thin Loamy,1.080415,1.555502
DSWNEE20184,0,SPRING,Thin Loamy,1.080415,1.555502
DSWNEE20191,1,SPRING,Thin Loamy,1.080415,1.555502
DSWNEE20192,1,SPRING,Thin Loamy,1.080415,1.555502
DSWNEE20193,1,SPRING,Thin Loamy,1.080415,1.555502
DSWNEE20194,1,SPRING,Thin Loamy,1.080415,1.555502
DSWNEE20201,2,SPRING,Thin Loamy,1.080415,1.555502
DSWNEE20202,2,SPRING,Thin Loamy,1.080415,1.555502
DSWNEE20203,2,SPRING,Thin Loamy,1.080415,1.555502
DSWNEE20204,2,SPRING,Thin Loamy,1.080415,1.555502
DSWNEW20171,UNB,NA,Thin Loamy,1.054633,1.754169
DSWNEW20172,UNB,NA,Thin Loamy,1.054633,1.754169
DSWNEW20173,UNB,NA,Thin Loamy,1.054633,1.754169
DSWNEW20174,UNB,NA,Thin Loamy,1.054633,1.754169
DSWNEW20181,0,SPRING,Thin Loamy,1.054633,1.754169
DSWNEW20182,0,SPRING,Thin Loamy,1.054633,1.754169
DSWNEW20183,0,SPRING,Thin Loamy,1.054633,1.754169
DSWNEW20184,0,SPRING,Thin Loamy,1.054633,1.754169
DSWNEW20191,1,SPRING,Thin Loamy,1.054633,1.754169
DSWNEW20192,1,SPRING,Thin Loamy,1.054633,1.754169
DSWNEW20193,1,SPRING,Thin Loamy,1.054633,1.754169
DSWNEW20194,1,SPRING,Thin Loamy,1.054633,1.754169
DSWNEW20201,2,SPRING,Thin Loamy,1.054633,1.754169
DSWNEW20202,2,SPRING,Thin Loamy,1.054633,1.754169
DSWNEW20203,2,SPRING,Thin Loamy,1.054633,1.754169
DSWNEW20204,2,SPRING,Thin Loamy,1.054633,1.754169
DSWNWE20171,UNB,NA,Thin Loamy,0.659798,1.153893
DSWNWE20172,UNB,NA,Thin Loamy,0.659798,1.153893
DSWNWE20173,UNB,NA,Thin Loamy,0.659798,1.153893
DSWNWE20174,UNB,NA,Thin Loamy,0.659798,1.153893
DSWNWE20181,UNB,NA,Thin Loamy,0.659798,1.153893
DSWNWE20182,UNB,NA,Thin Loamy,0.659798,1.153893
DSWNWE20183,UNB,NA,Thin Loamy,0.659798,1.153893
DSWNWE20184,UNB,NA,Thin Loamy,0.659798,1.153893
DSWNWE20191,UNB,NA,Thin Loamy,0.659798,1.153893
DSWNWE20192,UNB,NA,Thin Loamy,0.659798,1.153893
DSWNWE20193,UNB,NA,Thin Loamy,0.659798,1.153893
DSWNWE20194,UNB,NA,Thin Loamy,0.659798,1.153893
DSWNWE20201,0,SPRING,Thin Loamy,0.659798,1.153893
DSWNWE20202,0,SPRING,Thin Loamy,0.659798,1.153893
DSWNWE20203,0,SPRING,Thin Loamy,0.659798,1.153893
DSWNWE20204,0,SPRING,Thin Loamy,0.659798,1.153893
DSWNWW20171,UNB,NA,Loamy,1.295534,1.188708
DSWNWW20172,UNB,NA,Loamy,1.295534,1.188708
DSWNWW20173,UNB,NA,Loamy,1.295534,1.188708
DSWNWW20174,UNB,NA,Loamy,1.295534,1.188708
DSWNWW20181,UNB,NA,Loamy,1.295534,1.188708
DSWNWW20182,UNB,NA,Loamy,1.295534,1.188708
DSWNWW20183,UNB,NA,Loamy,1.295534,1.188708
DSWNWW20184,UNB,NA,Loamy,1.295534,1.188708
DSWNWW20191,UNB,NA,Loamy,1.295534,1.188708
DSWNWW20192,UNB,NA,Loamy,1.295534,1.188708
DSWNWW20193,UNB,NA,Loamy,1.295534,1.188708
DSWNWW20194,UNB,NA,Loamy,1.295534,1.188708
DSWNWW20201,0,SPRING,Loamy,1.295534,1.188708
DSWNWW20202,0,SPRING,Loamy,1.295534,1.188708
DSWNWW20203,0,SPRING,Loamy,1.295534,1.188708
DSWNWW20204,0,SPRING,Loamy,1.295534,1.188708
DSWSEE20171,UNB,NA,Thin Loamy,1.146131,1.790107
DSWSEE20172,UNB,NA,Thin Loamy,1.146131,1.790107
DSWSEE20173,UNB,NA,Thin Loamy,1.146131,1.790107
DSWSEE20174,UNB,NA,Thin Loamy,1.146131,1.790107
DSWSEE20181,UNB,NA,Thin Loamy,1.146131,1.790107
DSWSEE20182,UNB,NA,Thin Loamy,1.146131,1.790107
DSWSEE20183,UNB,NA,Thin Loamy,1.146131,1.790107
DSWSEE20184,UNB,NA,Thin Loamy,1.146131,1.790107
DSWSEE20191,0,SPRING,Thin Loamy,1.146131,1.790107
DSWSEE20192,0,SPRING,Thin Loamy,1.146131,1.790107
DSWSEE20193,0,SPRING,Thin Loamy,1.146131,1.790107
DSWSEE20194,0,SPRING,Thin Loamy,1.146131,1.790107
DSWSEE20201,1,SPRING,Thin Loamy,1.146131,1.790107
DSWSEE20202,1,SPRING,Thin Loamy,1.146131,1.790107
DSWSEE20203,1,SPRING,Thin Loamy,1.146131,1.790107
DSWSEE20204,1,SPRING,Thin Loamy,1.146131,1.790107
DSWSEW20171,UNB,NA,Thin Loamy,1.549337,0.677909
DSWSEW20172,UNB,NA,Thin Loamy,1.549337,0.677909
DSWSEW20173,UNB,NA,Thin Loamy,1.549337,0.677909
DSWSEW20174,UNB,NA,Thin Loamy,1.549337,0.677909
DSWSEW20181,UNB,NA,Thin Loamy,1.549337,0.677909
DSWSEW20182,UNB,NA,Thin Loamy,1.549337,0.677909
DSWSEW20183,UNB,NA,Thin Loamy,1.549337,0.677909
DSWSEW20184,UNB,NA,Thin Loamy,1.549337,0.677909
DSWSEW20191,0,SPRING,Thin Loamy,1.549337,0.677909
DSWSEW20192,0,SPRING,Thin Loamy,1.549337,0.677909
DSWSEW20193,0,SPRING,Thin Loamy,1.549337,0.677909
DSWSEW20194,0,SPRING,Thin Loamy,1.549337,0.677909
DSWSEW20201,1,SPRING,Thin Loamy,1.549337,0.677909
DSWSEW20202,1,SPRING,Thin Loamy,1.549337,0.677909
DSWSEW20203,1,SPRING,Thin Loamy,1.549337,0.677909
DSWSEW20204,1,SPRING,Thin Loamy,1.549337,0.677909
DSWSWN20171,0,SPRING,Thin Loamy,1.005332,1.549679
DSWSWN20172,0,SPRING,Thin Loamy,1.005332,1.549679
DSWSWN20173,0,SPRING,Thin Loamy,1.005332,1.549679
DSWSWN20174,0,SPRING,Thin Loamy,1.005332,1.549679
DSWSWN20181,1,SPRING,Thin Loamy,1.005332,1.549679
DSWSWN20182,1,SPRING,Thin Loamy,1.005332,1.549679
DSWSWN20183,1,SPRING,Thin Loamy,1.005332,1.549679
DSWSWN20184,1,SPRING,Thin Loamy,1.005332,1.549679
DSWSWN20191,2,SPRING,Thin Loamy,1.005332,1.549679
DSWSWN20192,2,SPRING,Thin Loamy,1.005332,1.549679
DSWSWN20193,2,SPRING,Thin Loamy,1.005332,1.549679
DSWSWN20194,2,SPRING,Thin Loamy,1.005332,1.549679
DSWSWN20201,3,SPRING,Thin Loamy,1.005332,1.549679
DSWSWN20202,3,SPRING,Thin Loamy,1.005332,1.549679
DSWSWN20203,3,SPRING,Thin Loamy,1.005332,1.549679
DSWSWN20204,3,SPRING,Thin Loamy,1.005332,1.549679
DSWSWS20171,0,SPRING,Thin Loamy,0.144959,2.410195
DSWSWS20172,0,SPRING,Thin Loamy,0.144959,2.410195
DSWSWS20173,0,SPRING,Thin Loamy,0.144959,2.410195
DSWSWS20174,0,SPRING,Thin Loamy,0.144959,2.410195
DSWSWS20181,1,SPRING,Thin Loamy,0.144959,2.410195
DSWSWS20182,1,SPRING,Thin Loamy,0.144959,2.410195
DSWSWS20183,1,SPRING,Thin Loamy,0.144959,2.410195
DSWSWS20184,1,SPRING,Thin Loamy,0.144959,2.410195
DSWSWS20191,2,SPRING,Thin Loamy,0.144959,2.410195
DSWSWS20192,2,SPRING,Thin Loamy,0.144959,2.410195
DSWSWS20193,2,SPRING,Thin Loamy,0.144959,2.410195
DSWSWS20194,2,SPRING,Thin Loamy,0.144959,2.410195
DSWSWS20201,3,SPRING,Thin Loamy,0.144959,2.410195
DSWSWS20202,3,SPRING,Thin Loamy,0.144959,2.410195
DSWSWS20203,3,SPRING,Thin Loamy,0.144959,2.410195
DSWSWS20204,3,SPRING,Thin Loamy,0.144959,2.410195
ENENEE20171,UNB,NA,Loamy,1.532818,1.387005
ENENEE20172,UNB,NA,Loamy,1.532818,1.387005
ENENEE20173,UNB,NA,Loamy,1.532818,1.387005
ENENEE20174,UNB,NA,Loamy,1.532818,1.387005
ENENEE20181,UNB,NA,Loamy,1.532818,1.387005
ENENEE20182,UNB,NA,Loamy,1.532818,1.387005
ENENEE20183,UNB,NA,Loamy,1.532818,1.387005
ENENEE20184,UNB,NA,Loamy,1.532818,1.387005
ENENEE20191,0,FALL,Loamy,1.532818,1.387005
ENENEE20192,0,FALL,Loamy,1.532818,1.387005
ENENEE20193,0,FALL,Loamy,1.532818,1.387005
ENENEE20194,0,FALL,Loamy,1.532818,1.387005
ENENEE20201,1,FALL,Loamy,1.532818,1.387005
ENENEE20202,1,FALL,Loamy,1.532818,1.387005
ENENEE20203,1,FALL,Loamy,1.532818,1.387005
ENENEE20204,1,FALL,Loamy,1.532818,1.387005
ENENEW20171,UNB,NA,Loamy,0.732278,1.462834
ENENEW20172,UNB,NA,Loamy,0.732278,1.462834
ENENEW20173,UNB,NA,Loamy,0.732278,1.462834
ENENEW20174,UNB,NA,Loamy,0.732278,1.462834
ENENEW20181,0,SPRING,Loamy,0.732278,1.462834
ENENEW20182,0,SPRING,Loamy,0.732278,1.462834
ENENEW20183,0,SPRING,Loamy,0.732278,1.462834
ENENEW20184,0,SPRING,Loamy,0.732278,1.462834
ENENEW20191,1,SPRING,Loamy,0.732278,1.462834
ENENEW20192,1,SPRING,Loamy,0.732278,1.462834
ENENEW20193,1,SPRING,Loamy,0.732278,1.462834
ENENEW20194,1,SPRING,Loamy,0.732278,1.462834
ENENEW20201,2,SPRING,Loamy,0.732278,1.462834
ENENEW20202,2,SPRING,Loamy,0.732278,1.462834
ENENEW20203,2,SPRING,Loamy,0.732278,1.462834
ENENEW20204,2,SPRING,Loamy,0.732278,1.462834
ENENWE20171,UNB,NA,Thin Loamy,1.217229,0.35115
ENENWE20172,UNB,NA,Thin Loamy,1.217229,0.35115
ENENWE20173,UNB,NA,Thin Loamy,1.217229,0.35115
ENENWE20174,UNB,NA,Thin Loamy,1.217229,0.35115
ENENWE20181,UNB,NA,Thin Loamy,1.217229,0.35115
ENENWE20182,UNB,NA,Thin Loamy,1.217229,0.35115
ENENWE20183,UNB,NA,Thin Loamy,1.217229,0.35115
ENENWE20184,UNB,NA,Thin Loamy,1.217229,0.35115
ENENWE20191,UNB,NA,Thin Loamy,1.217229,0.35115
ENENWE20192,UNB,NA,Thin Loamy,1.217229,0.35115
ENENWE20193,UNB,NA,Thin Loamy,1.217229,0.35115
ENENWE20194,UNB,NA,Thin Loamy,1.217229,0.35115
ENENWE20201,UNB,NA,Thin Loamy,1.217229,0.35115
ENENWE20202,UNB,NA,Thin Loamy,1.217229,0.35115
ENENWE20203,UNB,NA,Thin Loamy,1.217229,0.35115
ENENWE20204,UNB,NA,Thin Loamy,1.217229,0.35115
ENENWW20171,UNB,NA,Thin Loamy,1.845802,0.97894
ENENWW20172,UNB,NA,Thin Loamy,1.845802,0.97894
ENENWW20173,UNB,NA,Thin Loamy,1.845802,0.97894
ENENWW20174,UNB,NA,Thin Loamy,1.845802,0.97894
ENENWW20181,UNB,NA,Thin Loamy,1.845802,0.97894
ENENWW20182,UNB,NA,Thin Loamy,1.845802,0.97894
ENENWW20183,UNB,NA,Thin Loamy,1.845802,0.97894
ENENWW20184,UNB,NA,Thin Loamy,1.845802,0.97894
ENENWW20191,0,SPRING,Thin Loamy,1.845802,0.97894
ENENWW20192,0,SPRING,Thin Loamy,1.845802,0.97894
ENENWW20193,0,SPRING,Thin Loamy,1.845802,0.97894
ENENWW20194,0,SPRING,Thin Loamy,1.845802,0.97894
ENENWW20201,1,SPRING,Thin Loamy,1.845802,0.97894
ENENWW20202,1,SPRING,Thin Loamy,1.845802,0.97894
ENENWW20203,1,SPRING,Thin Loamy,1.845802,0.97894
ENENWW20204,1,SPRING,Thin Loamy,1.845802,0.97894
ENESEE20171,0,SPRING,Loamy,1.566307,1.03789
ENESEE20172,0,SPRING,Loamy,1.566307,1.03789
ENESEE20173,0,SPRING,Loamy,1.566307,1.03789
ENESEE20174,0,SPRING,Loamy,1.566307,1.03789
ENESEE20181,1,SPRING,Loamy,1.566307,1.03789
ENESEE20182,1,SPRING,Loamy,1.566307,1.03789
ENESEE20183,1,SPRING,Loamy,1.566307,1.03789
ENESEE20184,1,SPRING,Loamy,1.566307,1.03789
ENESEE20191,2,SPRING,Loamy,1.566307,1.03789
ENESEE20192,2,SPRING,Loamy,1.566307,1.03789
ENESEE20193,2,SPRING,Loamy,1.566307,1.03789
ENESEE20194,2,SPRING,Loamy,1.566307,1.03789
ENESEE20201,3,SPRING,Loamy,1.566307,1.03789
ENESEE20202,3,SPRING,Loamy,1.566307,1.03789
ENESEE20203,3,SPRING,Loamy,1.566307,1.03789
ENESEE20204,3,SPRING,Loamy,1.566307,1.03789
ENESEW20171,UNB,NA,Thin Loamy,0.774354,1.473471
ENESEW20172,UNB,NA,Thin Loamy,0.774354,1.473471
ENESEW20173,UNB,NA,Thin Loamy,0.774354,1.473471
ENESEW20174,UNB,NA,Thin Loamy,0.774354,1.473471
ENESEW20181,0,FALL,Thin Loamy,0.774354,1.473471
ENESEW20182,0,FALL,Thin Loamy,0.774354,1.473471
ENESEW20183,0,FALL,Thin Loamy,0.774354,1.473471
ENESEW20184,0,FALL,Thin Loamy,0.774354,1.473471
ENESEW20191,1,FALL,Thin Loamy,0.774354,1.473471
ENESEW20192,1,FALL,Thin Loamy,0.774354,1.473471
ENESEW20193,1,FALL,Thin Loamy,0.774354,1.473471
ENESEW20194,1,FALL,Thin Loamy,0.774354,1.473471
ENESEW20201,2,FALL,Thin Loamy,0.774354,1.473471
ENESEW20202,2,FALL,Thin Loamy,0.774354,1.473471
ENESEW20203,2,FALL,Thin Loamy,0.774354,1.473471
ENESEW20204,2,FALL,Thin Loamy,0.774354,1.473471
ENESWN20171,UNB,NA,Thin Loamy,11.23079,-0.288223
ENESWN20172,UNB,NA,Thin Loamy,11.23079,-0.288223
ENESWN20173,UNB,NA,Thin Loamy,11.23079,-0.288223
ENESWN20174,UNB,NA,Thin Loamy,11.23079,-0.288223
ENESWN20181,UNB,NA,Thin Loamy,11.23079,-0.288223
ENESWN20182,UNB,NA,Thin Loamy,11.23079,-0.288223
ENESWN20183,UNB,NA,Thin Loamy,11.23079,-0.288223
ENESWN20184,UNB,NA,Thin Loamy,11.23079,-0.288223
ENESWN20191,UNB,NA,Thin Loamy,11.23079,-0.288223
ENESWN20192,UNB,NA,Thin Loamy,11.23079,-0.288223
ENESWN20193,UNB,NA,Thin Loamy,11.23079,-0.288223
ENESWN20194,UNB,NA,Thin Loamy,11.23079,-0.288223
ENESWN20201,0,SPRING,Thin Loamy,11.23079,-0.288223
ENESWN20202,0,SPRING,Thin Loamy,11.23079,-0.288223
ENESWN20203,0,SPRING,Thin Loamy,11.23079,-0.288223
ENESWN20204,0,SPRING,Thin Loamy,11.23079,-0.288223
ENESWS20171,UNB,NA,Thin Loamy,0.899447,1.972527
ENESWS20172,UNB,NA,Thin Loamy,0.899447,1.972527
ENESWS20173,UNB,NA,Thin Loamy,0.899447,1.972527
ENESWS20174,UNB,NA,Thin Loamy,0.899447,1.972527
ENESWS20181,UNB,NA,Thin Loamy,0.899447,1.972527
ENESWS20182,UNB,NA,Thin Loamy,0.899447,1.972527
ENESWS20183,UNB,NA,Thin Loamy,0.899447,1.972527
ENESWS20184,UNB,NA,Thin Loamy,0.899447,1.972527
ENESWS20191,UNB,NA,Thin Loamy,0.899447,1.972527
ENESWS20192,UNB,NA,Thin Loamy,0.899447,1.972527
ENESWS20193,UNB,NA,Thin Loamy,0.899447,1.972527
ENESWS20194,UNB,NA,Thin Loamy,0.899447,1.972527
ENESWS20201,UNB,NA,Thin Loamy,0.899447,1.972527
ENESWS20202,UNB,NA,Thin Loamy,0.899447,1.972527
ENESWS20203,UNB,NA,Thin Loamy,0.899447,1.972527
ENESWS20204,UNB,NA,Thin Loamy,0.899447,1.972527
ENWNEE20171,UNB,NA,Thin Loamy,1.364965,0.610049
ENWNEE20172,UNB,NA,Thin Loamy,1.364965,0.610049
ENWNEE20173,UNB,NA,Thin Loamy,1.364965,0.610049
ENWNEE20174,UNB,NA,Thin Loamy,1.364965,0.610049
ENWNEE20181,0,SPRING,Thin Loamy,1.364965,0.610049
ENWNEE20182,0,SPRING,Thin Loamy,1.364965,0.610049
ENWNEE20183,0,SPRING,Thin Loamy,1.364965,0.610049
ENWNEE20184,0,SPRING,Thin Loamy,1.364965,0.610049
ENWNEE20191,1,SPRING,Thin Loamy,1.364965,0.610049
ENWNEE20192,1,SPRING,Thin Loamy,1.364965,0.610049
ENWNEE20193,1,SPRING,Thin Loamy,1.364965,0.610049
ENWNEE20194,1,SPRING,Thin Loamy,1.364965,0.610049
ENWNEE20201,2,SPRING,Thin Loamy,1.364965,0.610049
ENWNEE20202,2,SPRING,Thin Loamy,1.364965,0.610049
ENWNEE20203,2,SPRING,Thin Loamy,1.364965,0.610049
ENWNEE20204,2,SPRING,Thin Loamy,1.364965,0.610049
ENWNEW20171,UNB,NA,Thin Loamy,1.032313,0.850091
ENWNEW20172,UNB,NA,Thin Loamy,1.032313,0.850091
ENWNEW20173,UNB,NA,Thin Loamy,1.032313,0.850091
ENWNEW20174,UNB,NA,Thin Loamy,1.032313,0.850091
ENWNEW20181,0,SPRING,Thin Loamy,1.032313,0.850091
ENWNEW20182,0,SPRING,Thin Loamy,1.032313,0.850091
ENWNEW20183,0,SPRING,Thin Loamy,1.032313,0.850091
ENWNEW20184,0,SPRING,Thin Loamy,1.032313,0.850091
ENWNEW20191,1,SPRING,Thin Loamy,1.032313,0.850091
ENWNEW20192,1,SPRING,Thin Loamy,1.032313,0.850091
ENWNEW20193,1,SPRING,Thin Loamy,1.032313,0.850091
ENWNEW20194,1,SPRING,Thin Loamy,1.032313,0.850091
ENWNEW20201,2,SPRING,Thin Loamy,1.032313,0.850091
ENWNEW20202,2,SPRING,Thin Loamy,1.032313,0.850091
ENWNEW20203,2,SPRING,Thin Loamy,1.032313,0.850091
ENWNEW20204,2,SPRING,Thin Loamy,1.032313,0.850091
ENWNWE20171,0,SPRING,Thin Loamy,3.222979,1.008801
ENWNWE20172,0,SPRING,Thin Loamy,3.222979,1.008801
ENWNWE20173,0,SPRING,Thin Loamy,3.222979,1.008801
ENWNWE20174,0,SPRING,Thin Loamy,3.222979,1.008801
ENWNWE20181,1,SPRING,Thin Loamy,3.222979,1.008801
ENWNWE20182,1,SPRING,Thin Loamy,3.222979,1.008801
ENWNWE20183,1,SPRING,Thin Loamy,3.222979,1.008801
ENWNWE20184,1,SPRING,Thin Loamy,3.222979,1.008801
ENWNWE20191,2,SPRING,Thin Loamy,3.222979,1.008801
ENWNWE20192,2,SPRING,Thin Loamy,3.222979,1.008801
ENWNWE20193,2,SPRING,Thin Loamy,3.222979,1.008801
ENWNWE20194,2,SPRING,Thin Loamy,3.222979,1.008801
ENWNWE20201,3,SPRING,Thin Loamy,3.222979,1.008801
ENWNWE20202,3,SPRING,Thin Loamy,3.222979,1.008801
ENWNWE20203,3,SPRING,Thin Loamy,3.222979,1.008801
ENWNWE20204,3,SPRING,Thin Loamy,3.222979,1.008801
ENWNWW20171,0,SPRING,Thin Loamy,1.75484,0.732475
ENWNWW20172,0,SPRING,Thin Loamy,1.75484,0.732475
ENWNWW20173,0,SPRING,Thin Loamy,1.75484,0.732475
ENWNWW20174,0,SPRING,Thin Loamy,1.75484,0.732475
ENWNWW20181,1,SPRING,Thin Loamy,1.75484,0.732475
ENWNWW20182,1,SPRING,Thin Loamy,1.75484,0.732475
ENWNWW20183,1,SPRING,Thin Loamy,1.75484,0.732475
ENWNWW20184,1,SPRING,Thin Loamy,1.75484,0.732475
ENWNWW20191,2,SPRING,Thin Loamy,1.75484,0.732475
ENWNWW20192,2,SPRING,Thin Loamy,1.75484,0.732475
ENWNWW20193,2,SPRING,Thin Loamy,1.75484,0.732475
ENWNWW20194,2,SPRING,Thin Loamy,1.75484,0.732475
ENWNWW20201,3,SPRING,Thin Loamy,1.75484,0.732475
ENWNWW20202,3,SPRING,Thin Loamy,1.75484,0.732475
ENWNWW20203,3,SPRING,Thin Loamy,1.75484,0.732475
ENWNWW20204,3,SPRING,Thin Loamy,1.75484,0.732475
ENWSEE20171,UNB,NA,Thin Loamy,2.495715,0.776914
ENWSEE20172,UNB,NA,Thin Loamy,2.495715,0.776914
ENWSEE20173,UNB,NA,Thin Loamy,2.495715,0.776914
ENWSEE20174,UNB,NA,Thin Loamy,2.495715,0.776914
ENWSEE20181,UNB,NA,Thin Loamy,2.495715,0.776914
ENWSEE20182,UNB,NA,Thin Loamy,2.495715,0.776914
ENWSEE20183,UNB,NA,Thin Loamy,2.495715,0.776914
ENWSEE20184,UNB,NA,Thin Loamy,2.495715,0.776914
ENWSEE20191,UNB,NA,Thin Loamy,2.495715,0.776914
ENWSEE20192,UNB,NA,Thin Loamy,2.495715,0.776914
ENWSEE20193,UNB,NA,Thin Loamy,2.495715,0.776914
ENWSEE20194,UNB,NA,Thin Loamy,2.495715,0.776914
ENWSEE20201,0,SPRING,Thin Loamy,2.495715,0.776914
ENWSEE20202,0,SPRING,Thin Loamy,2.495715,0.776914
ENWSEE20203,0,SPRING,Thin Loamy,2.495715,0.776914
ENWSEE20204,0,SPRING,Thin Loamy,2.495715,0.776914
ENWSEW20171,UNB,NA,Thin Loamy,1.986863,0.613678
ENWSEW20172,UNB,NA,Thin Loamy,1.986863,0.613678
ENWSEW20173,UNB,NA,Thin Loamy,1.986863,0.613678
ENWSEW20174,UNB,NA,Thin Loamy,1.986863,0.613678
ENWSEW20181,UNB,NA,Thin Loamy,1.986863,0.613678
ENWSEW20182,UNB,NA,Thin Loamy,1.986863,0.613678
ENWSEW20183,UNB,NA,Thin Loamy,1.986863,0.613678
ENWSEW20184,UNB,NA,Thin Loamy,1.986863,0.613678
ENWSEW20191,UNB,NA,Thin Loamy,1.986863,0.613678
ENWSEW20192,UNB,NA,Thin Loamy,1.986863,0.613678
ENWSEW20193,UNB,NA,Thin Loamy,1.986863,0.613678
ENWSEW20194,UNB,NA,Thin Loamy,1.986863,0.613678
ENWSEW20201,0,SPRING,Thin Loamy,1.986863,0.613678
ENWSEW20202,0,SPRING,Thin Loamy,1.986863,0.613678
ENWSEW20203,0,SPRING,Thin Loamy,1.986863,0.613678
ENWSEW20204,0,SPRING,Thin Loamy,1.986863,0.613678
ENWSWE20171,UNB,NA,Loamy,1.046284,0.636059
ENWSWE20172,UNB,NA,Loamy,1.046284,0.636059
ENWSWE20173,UNB,NA,Loamy,1.046284,0.636059
ENWSWE20174,UNB,NA,Loamy,1.046284,0.636059
ENWSWE20181,UNB,NA,Loamy,1.046284,0.636059
ENWSWE20182,UNB,NA,Loamy,1.046284,0.636059
ENWSWE20183,UNB,NA,Loamy,1.046284,0.636059
ENWSWE20184,UNB,NA,Loamy,1.046284,0.636059
ENWSWE20191,0,SPRING,Loamy,1.046284,0.636059
ENWSWE20192,0,SPRING,Loamy,1.046284,0.636059
ENWSWE20193,0,SPRING,Loamy,1.046284,0.636059
ENWSWE20194,0,SPRING,Loamy,1.046284,0.636059
ENWSWE20201,1,SPRING,Loamy,1.046284,0.636059
ENWSWE20202,1,SPRING,Loamy,1.046284,0.636059
ENWSWE20203,1,SPRING,Loamy,1.046284,0.636059
ENWSWE20204,1,SPRING,Loamy,1.046284,0.636059
ENWSWW20171,UNB,NA,Loamy,0.262712,1.478733
ENWSWW20172,UNB,NA,Loamy,0.262712,1.478733
ENWSWW20173,UNB,NA,Loamy,0.262712,1.478733
ENWSWW20174,UNB,NA,Loamy,0.262712,1.478733
ENWSWW20181,UNB,NA,Loamy,0.262712,1.478733
ENWSWW20182,UNB,NA,Loamy,0.262712,1.478733
ENWSWW20183,UNB,NA,Loamy,0.262712,1.478733
ENWSWW20184,UNB,NA,Loamy,0.262712,1.478733
ENWSWW20191,0,SPRING,Loamy,0.262712,1.478733
ENWSWW20192,0,SPRING,Loamy,0.262712,1.478733
ENWSWW20193,0,SPRING,Loamy,0.262712,1.478733
ENWSWW20194,0,SPRING,Loamy,0.262712,1.478733
ENWSWW20201,1,SPRING,Loamy,0.262712,1.478733
ENWSWW20202,1,SPRING,Loamy,0.262712,1.478733
ENWSWW20203,1,SPRING,Loamy,0.262712,1.478733
ENWSWW20204,1,SPRING,Loamy,0.262712,1.478733
